1507720,3.3351330000000003,
7215594,2.854547,
7154039,3.467795,
1506234,4.2233350000000005,
7151587,4.436907,
2015669,3.552425,
1517440,3.02491,
1508877,2.377199,
4026498,3.373563,
4021728,2.113055,
4029009,3.851428,
4505800,3.262693,
1504750,3.2392130000000003,
4020750,2.639452,
4508471,3.137848,
2213865,2.979973,
4121363,2.915088,
4028575,2.455839,
2014887,2.510769,
2221663,3.464312,
2234078,4.06955,
7203293,1.815351,
4022345,2.111985,
4029462,3.603418,
2213624,3.826669,
4332494,4.74888,
7052848,3.445124,
7102158,2.359239,
2239150,3.499163,
7220119,1.894035,
7151577,4.570454,
4025788,1.434571,
4073155,3.276777,
2226415,4.184077,
4109988,2.725979,
7221610,1.982146,
2224930,3.397648,
4116372,3.72521,
1513565,3.531188,
4030997,4.635804,
7219318,4.951791,
2205500,1.714873,
4026881,3.517442,
1501913,3.3405220000000004,
7203265,4.653888,
7225353,0.413794,
2101905,4.0719080000000005,
2208414,3.4235360000000004,
7150034,4.124868,
4025552,4.602848,
7151815,0.964325,
4021814,2.887136,
2218183,4.305321999999999,
7217020,2.538273,
2200321,3.753453,
7103002,2.236145,
7208905,1.745683,
2012267,3.622543,
2213958,2.615848,
7155026,3.666658,
7212126,3.706017,
7218766,2.3826720000000003,
7202554,2.779874,
4504253,2.228511,
1513458,3.175872,
7154416,3.042078,
4023177,3.16589,
7053128,4.00747,
2310123,3.3844449999999995,
2211363,1.829592,
4500396,2.004494,
4025361,3.448356,
4031812,3.723754,
2018584,4.848601,
2011698,2.95697,
4029070,2.807694,
4000134,2.42543,
7053222,2.345088,
4021848,2.51685,
2241084,2.364401,
7054721,4.005536,
4021846,3.925599,
7212665,3.600439,
4021663,2.700783,
2203126,4.6853430000000005,
4508439,2.04505,
2011375,4.11279,
4026754,3.337676,
1542951,4.22719,
7102897,1.947133,
1519905,3.536624,
2102798,2.754252,
2227480,1.664688,
1520153,2.491042,
7154724,2.449778,
2010885,3.474968,
1507463,2.310066,
7111201,4.397138,
7218413,3.333452,
2005171,4.802084,
7212663,3.3783760000000003,
7220022,3.812487,
1542891,2.567381,
1513955,1.670002,
1504910,3.761254,
7117457,3.307583,
