7226496,1.1187550000000002
1507720,3.3351330000000003
7215594,2.854547
2101963,3.145922000000001
7154039,3.467795
1506234,4.2233350000000005
7151587,4.436907
2015669,3.552425
1100226,4.265579
1517440,3.02491
7204880,3.42563
1508877,2.377199
4026498,3.373563
4021728,2.113055
1503651,3.07836
4029009,3.851428
4505800,3.262693
1504750,3.2392130000000003
4020750,2.639452
2015322,4.632069
4105893,3.153258
4508471,3.137848
2213865,2.979973
4507988,3.196991
4121363,2.915088
4028575,2.455839
2014887,2.510769
2221663,3.464312
2234078,4.06955
4065225,2.851697
7203293,1.815351
1514326,3.663342
4022345,2.111985
4503997,2.739157
4029462,3.603418
7154629,2.660741
7118889,6.144068000000001
2213624,3.826669
4332494,4.74888
7153629,2.871961
7052848,3.445124
7102158,2.359239
2239150,3.499163
7220119,1.894035
7151577,4.570454
4025788,1.434571
4073155,3.276777
4025298,1.388785
2226415,4.184077
4109988,2.725979
4102039,3.29135
7221610,1.982146
2224930,3.397648
4116372,3.72521
1513565,3.531188
4030997,4.635804
7219318,4.951791
2205500,1.714873
4026881,3.517442
1501913,3.3405220000000004
7203265,4.653888
7225353,0.413794
2101905,4.0719080000000005
7226238,2.192302
2208414,3.4235360000000004
7150034,4.124868
4025552,4.602848
7151815,0.964325
4021814,2.887136
2218183,4.305321999999999
7217020,2.538273
2200321,3.753453
7103002,2.236145
7208905,1.745683
2012267,3.622543
2213958,2.615848
4020302,3.390563
7155026,3.666658
7212126,3.706017
7218766,2.3826720000000003
7153969,3.097776
7202554,2.779874
4504253,2.228511
1513458,3.175872
7154416,3.042078
4023177,3.16589
7053128,4.00747
2310123,3.3844449999999995
2207725,2.723086
2211363,1.829592
4500396,2.004494
4025361,3.448356
2015077,2.797049
4504831,5.202388
4031812,3.723754
2214759,5.411614
2013814,1.629652
2018584,4.848601
2011698,2.95697
4029070,2.807694
4000134,2.42543
4081667,2.7301450000000003
7053222,2.345088
4107817,1.421995
4021848,2.51685
2241084,2.364401
4512799,3.680879
1518263,2.517485
2101976,2.768236
7054721,4.005536
4021846,3.925599
7212665,3.600439
4021663,2.700783
2203126,4.6853430000000005
4508439,2.04505
2011375,4.11279
4026754,3.337676
1542951,4.22719
7102897,1.947133
2006354,3.424214
1519905,3.536624
2102798,2.754252
2227480,1.664688
1520153,2.491042
7154724,2.449778
2010885,3.474968
1507463,2.310066
7111201,4.397138
7218413,3.333452
2005171,4.802084
7212663,3.3783760000000003
8102103,3.609096
7220022,3.812487
1542891,2.567381
1513955,1.670002
1543389,3.446828
1504910,3.761254
7117457,3.307583
4024226,4.017657
2013612,2.83061
1508608,3.021742
1511957,3.545692
4028375,1.982592
1544224,5.74054
4001062,1.2295470000000002
4020174,2.744406
2204130,3.1671560000000003
4023085,2.3509080000000004
2202678,2.077485
1516375,2.0839480000000004
4026407,3.3674530000000003
1505114,1.95291
2210951,2.918604
4502463,3.961762
4020281,2.338267
2222226,3.005428
2209664,1.968294
7150292,3.099197
1504948,2.933259
7215124,1.889103
7001656,3.218695
2018306,3.224465
1502975,1.496204
7153038,3.237523
2226071,1.1621400000000002
2209780,3.754821
7038911,1.995027
7154804,3.51526
7210752,2.622256
4022633,2.688651
2211174,5.089333000000001
2006135,3.211415
7154609,2.0151320000000004
1505509,2.577476
7203481,0.947034
4077787,3.560966
4117594,4.332093
2008381,3.022318
7118331,3.313322
1515617,2.901633
2103890,4.35358
4505816,2.421287
1543862,4.781876
2222930,3.885136
7206488,3.713215
7154331,3.06124
1512367,2.45546
7154084,2.923562
7036058,2.7209710000000005
4071997,2.173603
4020603,2.589748
1507617,4.698892000000001
4028256,2.308414
4075640,2.749002
7154922,3.3754790000000003
4505682,2.089256
4020664,3.604717
2212074,4.344851
1540482,3.621206
4325398,2.393773
7017744,3.32989
2005354,2.761546
4107219,3.610828
1506095,3.712645
2203109,4.294599
2200227,2.0403450000000003
2019898,3.391152
2008366,2.06784
7154766,4.135837
1511805,8.292259
4101841,3.074086
7208269,2.6536180000000003
1520159,2.758036
1517925,3.214151
2221827,4.117341
2218833,2.672165
2222407,2.560981
2012991,3.150116
2205224,5.477064
4024035,4.073456
7154938,4.127978
2217771,2.315047
1517801,3.4849270000000003
7216545,3.488902
7218782,2.761281
7003676,3.194559
2006823,1.967824
4102673,3.599308
4335263,2.7653420000000004
2228025,3.2459590000000005
2007015,3.91046
7152830,3.4175760000000004
7211302,1.980728
2213149,2.363389
2007914,2.320336
7150365,3.90323
7154908,1.914804
2226811,3.000309
4513000,5.073672999999999
2006748,2.173609
2105586,2.8180000000000005
4023913,2.575309
4024218,2.613129
2201928,2.9484759999999994
7153163,3.0938420000000004
2214780,4.367727
2206112,4.035934
1529280,2.177509
2203540,3.660257
4086042,2.9540359999999994
4027840,5.631413
2232576,2.0635250000000003
7204362,2.179888
2208349,3.693484
7152987,4.095791
7219929,4.937056
2013641,5.763167999999999
2105105,5.127025
2223455,0.18608
4501921,2.805045
1501866,1.466849
4503650,0.096079
2002075,1.883607
7213502,3.352361
7217714,1.542943
7212709,4.935588
1542293,3.432397
7102297,0.6826840000000001
1100661,2.690713
1543147,2.904573
7218991,1.715732
